Local Date,State,Outage_status
06/06/2012,ME,1
06/02/2012,ME,1
06/01/2012,ME,1
05/29/2012,ME,0
05/29/2012,ME,1
05/29/2012,ME,0
05/29/2012,ME,1
05/23/2012,ME,1
05/17/2012,ME,1
05/09/2012,ME,1
05/09/2012,ME,1
05/04/2012,ME,0
04/30/2012,ME,1
04/29/2012,ME,0
04/28/2012,ME,1
04/20/2012,ME,0
04/15/2012,ME,1
04/14/2012,ME,0
04/06/2012,ME,1
04/04/2012,ME,0
04/02/2012,ME,1
03/30/2012,ME,1
03/30/2012,ME,1
03/30/2012,ME,1
03/30/2012,ME,1
03/30/2012,ME,1
03/29/2012,ME,1
03/19/2012,ME,1
03/17/2012,ME,0
03/16/2012,ME,1
03/15/2012,ME,1
03/15/2012,ME,1
03/15/2012,ME,1
03/15/2012,ME,1
03/15/2012,ME,1
03/15/2012,ME,1
03/04/2012,ME,1
03/03/2012,ME,0
03/01/2012,ME,0
02/28/2012,ME,1
02/27/2012,ME,0
02/24/2012,ME,1
02/22/2012,ME,1
02/22/2012,ME,1
02/22/2012,ME,1
02/22/2012,ME,1
02/22/2012,ME,1
02/21/2012,ME,1
02/16/2012,ME,0
02/16/2012,ME,0
02/16/2012,ME,0
02/16/2012,ME,0
02/16/2012,ME,0
02/16/2012,ME,0
02/08/2012,ME,1
01/27/2012,ME,0
01/27/2012,ME,0
01/27/2012,ME,1
01/26/2012,ME,0
01/25/2012,ME,0
01/25/2012,ME,0
01/25/2012,ME,0
01/25/2012,ME,0
01/25/2012,ME,0
01/24/2012,ME,0
01/24/2012,ME,0
01/24/2012,ME,0
01/23/2012,ME,1
01/23/2012,ME,1
01/23/2012,ME,1
01/23/2012,ME,1
01/23/2012,ME,1
01/23/2012,ME,1
01/22/2012,ME,1
01/15/2012,ME,0
01/15/2012,ME,0
